,dates,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,other-income,income-from-continuous-operations,income-from-discontinuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,other-share-holders-equity,total-share-holder-equity,total-liabilities-share-holders-equity,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-change-in-intangible-assets,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
40,2012-03-31,7549.249,5033.17,2516.079,1187.16,922.95,,7143.28,405.9688,938.21,1344.15,40.28,1303.87,,1303.872,,1303.872,748.8187,405.9688,3157.075,3157.075,0.41,0.41,11200.79,8988.92,4820.06,,3425.7,28435.49,,798.7,7706.67,1019.81,11484.69,41588.99,13254.06,3401.7,1797.48,5754.4,19008.48,0.0,,,0.0,22580.51,41588.99,1303.87,342.85,,342.85,,,,,-523.97,108.26,-198.3,,-256.21,,,-592.25,-8.29,-1055.06,,0.0,0.0,,0.0,0.0,-195.19,-195.19,-1190.42,,,2.1454,0.1309,0.1915,33.3288,5.3776,5.3776,,17.8051,17.2716,0.1815,1.0442,0.8398,107.1633,,8.7662,3.1351,5.0183,,0.0343,-0.0285
41,2011-12-31,9421.0,6658.011,2762.989,1297.04,839.49,,8794.541,626.459,-450.48,254.73,43.72,211.01,,222.0,,222.0,997.139,626.459,4188.679,4188.679,0.05,0.05,12427.62,9955.74,5102.7,,3191.23,30677.3,,1259.7,6795.98,851.27,10915.93,43257.85,14971.57,3588.4,1935.53,5871.1,20842.68,0.0,,,0.0,22415.16,43257.85,223.41,370.68,0.0,370.68,0.0,0.0,0.0,0.0,-222.15,840.85,-206.66,,-34.53,0.0,0.0,-246.28,-117.82,-605.29,0.0,0.0,0.0,0.0,0.0,3.7,127.68,131.38,369.24,,0.0,2.049,0.138,0.2135,30.1635,6.6496,6.6496,,2.7039,2.3564,0.2178,1.3048,0.9463,95.1084,,1.4213,0.5132,0.8537,,0.1496,0.1372
42,2011-09-30,8413.642,5591.11,2822.532,1211.93,877.35,,7680.39,733.2515,-9.75,909.57,323.74,585.83,,579.065,,579.065,1056.302,733.2515,3207.0,3207.0,0.18,0.18,11918.31,10154.93,5983.01,,3367.37,31423.63,,1544.19,6940.91,848.54,11558.0,44733.57,16278.13,3749.19,2074.73,6226.66,22504.8,0.0,,,268.28,22228.76,44733.57,549.35,323.05,0.0,323.05,0.0,0.0,0.0,0.0,-776.7,239.66,-181.2,,-294.3,0.0,0.0,1409.63,-155.84,778.29,0.0,0.0,0.0,0.0,0.0,-1.29,-2.26,-3.55,1060.01,,0.0,1.9304,0.1443,0.2143,35.7588,8.715,8.715,,10.8107,6.8825,0.1881,0.9345,0.8285,108.6264,215.8435,3.7877,1.2945,2.2291,,0.0758,0.0185
43,2011-06-30,8484.256,5446.83,3037.426,1296.46,1211.24,,7954.53,529.7256,-68.75,734.42,220.18,514.24,,482.69,,482.69,890.0656,529.7256,3204.0,3231.0,0.15,0.15,12588.6,9618.46,5619.52,,3259.08,31085.67,,1336.44,7013.53,923.9,11354.16,44002.4,15612.79,3777.63,1356.59,5541.479,21154.29,0.0,,,22848.11,22848.11,44002.4,538.31,360.34,0.0,360.34,0.0,0.0,0.0,0.0,65.2,907.23,-187.17,,-83.75,0.0,0.0,532.9,-85.11,176.86,0.0,0.0,0.0,0.0,0.0,-1152.71,-168.1,-1320.81,-207.23,,0.0,1.991,0.1419,0.2126,39.0238,6.2436,6.2436,,8.6563,5.6892,0.1928,0.9693,0.8821,102.0315,2.1126,3.0483,1.097,1.8129,,0.2809,0.223
44,2011-03-31,8681.4,5017.01,3664.391,1230.61,991.91,,7239.53,1441.871,-19.86,897.35,269.03,628.3199,,671.58,,671.58,1782.051,1441.871,3228.75,3228.75,0.21,0.21,12788.46,12376.51,4950.48,,417.8,30533.27,,1370.75,6809.41,686.84,10882.86,42828.47,14498.48,4034.18,1175.94,5583.87,20082.37,0.0,,,22746.1,22746.1,42828.47,628.32,340.18,,340.18,,,,,-1411.71,-447.52,-135.98,,-70.07,,,570.72,-13.86,350.81,,0.0,0.0,,0.0,0.0,190.96,190.96,-16.63,,,2.106,0.1506,0.209,36.1664,16.6087,16.6087,,10.3365,7.7358,0.2027,1.0134,0.7014,128.3072,2.9525,4.2141,1.5681,2.5077,,-0.1386,-0.1807
45,2010-12-31,9522.925,5961.82,3561.105,1261.76,924.14,,8147.72,1375.205,-136.41,861.76,232.55,629.21,,664.51,,664.51,1699.405,1375.205,3245.185,3269.403,0.2,0.2,12131.27,8508.87,4161.66,,2821.44,27623.26,,1395.06,6517.2,606.91,10292.16,39228.64,13469.4,3752.13,1216.74,5560.46,19029.89,0.0,,,0.0,20198.75,39228.64,620.12,324.2,0.0,324.2,0.0,0.0,0.0,0.0,585.23,2129.75,-138.78,,-49.0,0.0,0.0,-245.91,-147.22,-580.9,0.0,0.0,0.0,0.0,0.0,-15.24,-223.08,-238.33,1343.23,,0.0,2.0508,0.1567,0.212,33.4356,14.441,14.441,,9.0493,6.978,0.2428,1.4326,1.1192,80.4163,,4.857,1.6939,2.7745,,0.6446,0.6038
46,2010-09-30,7143.516,4039.7,3103.816,1058.77,709.84,,5808.31,1335.207,-30.84,698.96,209.71,489.25,,534.549,,534.549,1676.607,1335.207,3198.0,3224.0,0.17,0.17,10489.15,7963.32,4172.86,,2885.64,25510.99,,1425.88,6389.96,511.14,10283.42,37073.65,12125.44,3857.8,1605.71,6028.89,18154.36,0.0,,,0.0,18919.29,37073.65,506.74,341.4,0.0,341.4,0.0,0.0,0.0,0.0,925.68,1625.28,-147.47,,-87.3,0.0,0.0,-452.61,-161.25,-848.63,0.0,0.0,0.0,0.0,0.0,-66.7,168.23,101.53,731.24,,0.0,2.1039,0.1694,0.2356,34.9747,18.6912,18.6912,,9.7845,7.483,0.1927,0.9681,0.8971,100.3286,,4.2664,1.4419,2.3469,,0.5042,0.4584
47,2010-06-30,6523.712,4003.11,2520.602,1026.23,881.51,,5910.85,612.8623,-57.46,383.16,114.79,268.37,,275.652,,275.652,897.2323,612.8623,3196.0,3221.0,0.09,0.09,8948.91,9186.57,3892.16,,2589.87,24617.52,,1570.52,6555.12,484.71,10735.76,36652.15,12336.5,3904.6,1497.04,6003.52,18340.04,0.0,,,0.0,18312.11,36652.15,259.97,284.37,0.0,284.37,0.0,0.0,0.0,0.0,-859.41,-373.54,-124.52,,-107.79,0.0,0.0,813.01,-347.11,233.57,0.0,0.0,0.0,0.0,0.0,-847.49,202.8,-644.68,-707.19,,0.0,1.9955,0.1758,0.2407,35.9975,9.3944,9.3944,,5.8733,4.2254,0.178,1.0285,0.7101,126.7363,,2.3446,0.7521,1.2407,,-0.1161,-0.1546
48,2010-03-31,6251.17,3965.25,2285.92,1046.11,974.11,,5985.47,265.7002,-31.97,253.11,76.03,177.08,,176.538,,176.538,701.1802,265.7002,3195.0,3219.0,0.06,0.05,10821.84,8714.6,3353.51,,2465.58,25355.54,,1602.11,6523.82,406.85,10577.47,37228.37,11683.36,4066.72,1495.64,6044.68,17728.06,0.0,,,0.0,19500.31,37228.37,177.08,435.48,,435.48,,,,,-253.67,318.86,-85.06,,-150.12,,,-534.31,219.75,-549.74,,0.0,0.0,,0.0,0.0,-7.78,-7.78,-244.5,,,2.1702,0.1726,0.2229,36.8781,4.2504,4.2504,,4.049,2.8241,0.1679,1.1824,0.7173,125.4668,,1.3604,0.4742,0.7491,,0.0991,0.0726
49,2009-12-31,8051.23,5596.089,2455.141,1314.53,1059.81,,7970.429,80.8008,-139.73,213.19,95.38,117.81,,96.67,,96.67,553.3807,80.8008,7000.0,7000.0,0.01,0.01,10127.56,10956.0,2998.77,,,24082.34,,1562.08,6361.47,449.72,10264.43,35614.78,11284.28,3959.47,1455.82,5867.65,17151.94,0.0,,,0.0,18462.84,35614.78,78.69,472.58,0.0,472.58,0.0,0.0,0.0,0.0,706.57,1593.68,-94.02,,-1042.04,0.0,0.0,178.24,-184.86,-1142.69,0.0,0.0,0.0,0.0,0.0,-15.26,-818.1,-833.36,-320.45,,0.0,2.1341,0.1766,0.2296,33.8737,1.0036,1.0036,,2.6479,1.2007,0.2261,1.8661,0.7349,122.4707,,0.7988,0.2714,0.4311,,-0.0517,-0.0029
50,2009-09-30,6737.428,4172.33,2565.098,1125.86,723.22,,6021.41,716.0181,-182.89,157.0,51.23,105.77,,112.017,,112.017,1213.378,716.0181,3190.0,3190.0,0.04,0.04,10931.08,11177.28,3668.03,,,25776.41,,1722.09,5578.5,468.66,9679.85,36753.4,11206.32,4728.28,1440.28,6589.279,17795.61,0.0,,,0.0,18957.78,36753.4,132.06,497.36,0.0,497.36,0.0,0.0,0.0,0.0,42.66,840.48,-101.65,,-1268.62,0.0,0.0,-1363.29,397.71,-2335.83,0.0,0.0,0.0,0.0,0.0,-62.3,172.15,109.85,-1553.58,,0.0,2.3002,0.1996,0.2722,32.4899,10.6275,10.6275,,2.3303,1.6626,0.1833,1.1375,0.6028,149.3085,,0.8372,0.3048,0.4729,,0.2543,0.2254
51,2009-06-30,6933.468,4385.43,2548.038,1073.27,945.26,,6403.96,529.5078,-73.53,144.52,43.3,101.22,,106.464,,106.464,937.6878,529.5078,3076.923,3076.923,0.04,0.04,9590.91,10936.98,3687.57,,274.44,24489.91,,1900.8,5666.48,642.36,9946.49,35726.87,11363.32,4565.52,1324.48,6372.97,17736.31,0.0,,,0.0,17990.56,35726.87,114.05,408.18,0.0,408.18,0.0,0.0,0.0,0.0,558.56,1139.63,-143.47,,1138.92,0.0,0.0,-1017.44,59.62,37.62,0.0,0.0,0.0,0.0,0.0,-756.41,1030.64,274.23,1507.85,,0.0,2.1552,0.2024,0.279,32.2579,7.637,7.637,,2.0844,1.5355,0.1941,1.1892,0.6339,141.9677,,0.8639,0.298,0.472,,0.3665,0.3186
52,2009-03-31,6132.181,3834.84,2297.341,849.6,823.56,,5508.0,624.1812,-130.92,309.36,89.4,219.96,,226.76,,226.76,846.4211,624.1812,3187.0,3187.0,0.07,0.07,7686.6,10951.68,3684.36,,222.72,22545.36,,2017.08,5742.0,636.12,10143.72,33901.92,11603.88,3007.32,1337.76,4852.32,16456.2,0.0,,,0.0,17445.72,33901.92,219.96,222.24,,222.24,,,,,-846.72,-342.96,-119.16,,-1138.92,,,-50.88,-195.12,-1504.08,,0.0,0.0,,0.0,0.0,224.88,224.88,-1615.8,,,1.9429,0.147,0.2216,34.4647,10.1788,10.1788,,5.0449,3.6979,0.1809,1.0408,0.5599,160.7342,,1.9375,0.6689,1.1087,,-0.1076,-0.145
